item_ID,item_type,contains
58581,1,"[2,14,7]"
58582,1,"[2,5,9]"
58583,0,"[3,16]"
58584,2,"[2,7,14,11]"
58585,2,"[3,7,8,8]"
58586,3,[19]
58587,2,"[3,5,11,9]"
58588,3,[19]
58589,3,[18]
58590,0,"[2,6]"
58591,2,"[0,16,6,8]"
58592,2,"[3,9,16,16]"
58593,1,"[3,16,5]"
58594,1,"[2,7,8]"
58595,2,"[4,14,14,14]"
58596,0,"[2,13]"
58597,0,"[0,6]"
58598,1,"[2,6,10]"
58599,0,"[3,12]"
58600,2,"[1,9,6,6]"
58601,2,"[4,14,16,6]"
58602,0,"[2,14]"
58603,2,"[0,6,9,16]"
58604,2,"[0,5,9,13]"
58605,3,[17]
58606,1,"[2,6,12]"
58607,2,"[1,14,15,12]"
58608,0,"[4,13]"
58609,0,"[1,7]"
58610,2,"[4,8,8,12]"
58611,0,"[4,9]"
58612,2,"[3,13,8,8]"
58613,0,"[4,11]"
58614,3,[19]
58615,2,"[4,15,11,16]"
58616,3,[19]
58617,1,"[0,7,13]"
58618,0,"[1,16]"
58619,1,"[4,14,9]"
58620,0,"[0,11]"
58621,1,"[0,8,13]"
58622,1,"[3,5,14]"
58623,2,"[3,12,6,16]"
58624,0,"[1,12]"
58625,0,"[4,13]"
58626,2,"[1,9,9,5]"
58627,2,"[0,13,10,5]"
58628,1,"[1,10,8]"
58629,0,"[4,14]"
58630,0,"[4,14]"
58631,0,"[0,10]"
58632,0,"[0,9]"
58633,3,[19]
58634,1,"[4,6,7]"
58635,0,"[1,16]"
58636,0,"[3,15]"
58637,2,"[0,8,10,11]"
58638,0,"[3,16]"
58639,0,"[4,13]"
58640,0,"[4,14]"
58641,1,"[0,9,10]"
58642,0,"[2,12]"
58643,1,"[2,9,6]"
58644,0,"[4,15]"
58645,0,"[0,15]"
58646,0,"[1,7]"
58647,0,"[4,9]"
58648,0,"[1,8]"
58649,0,"[2,11]"
58650,0,"[1,15]"
58651,0,"[3,16]"
58652,2,"[4,16,6,9]"
58653,1,"[1,6,12]"
58654,1,"[4,9,12]"
58655,1,"[0,14,9]"
58656,2,"[2,11,15,16]"
58657,2,"[3,9,7,11]"
58658,0,"[1,14]"
58659,1,"[4,13,9]"
58660,0,"[4,8]"
58661,2,"[1,9,10,16]"
58662,1,"[1,13,14]"
58663,1,"[0,13,11]"
58664,0,"[3,5]"
58665,1,"[3,10,12]"
58666,1,"[2,12,15]"
58667,3,[19]
58668,0,"[0,7]"
58669,0,"[0,8]"
58670,1,"[0,5,14]"
58671,0,"[1,8]"
58672,1,"[3,7,14]"
58673,0,"[1,7]"
58674,1,"[4,9,10]"
58675,1,"[3,7,10]"
58676,0,"[3,11]"
58677,0,"[1,10]"
58678,0,"[2,10]"
58679,3,[19]
58680,0,"[4,7]"
58681,2,"[2,7,7,8]"
58682,1,"[3,5,13]"
58683,0,"[3,15]"
58684,0,"[2,11]"
58685,0,"[4,16]"
58686,2,"[0,7,7,15]"
58687,1,"[1,16,14]"
58688,2,"[2,7,10,14]"
58689,0,"[3,15]"
58690,2,"[4,7,8,7]"
58691,2,"[2,16,11,14]"
58692,0,"[3,14]"
58693,3,[19]
58694,0,"[2,5]"
58695,0,"[3,13]"
58696,1,"[1,8,15]"
58697,1,"[3,13,7]"
58698,1,"[1,9,11]"
58699,0,"[0,13]"
58700,3,[18]
58701,0,"[3,16]"
58702,0,"[1,15]"
58703,2,"[0,10,13,8]"
58704,2,"[3,9,15,10]"
58705,1,"[1,13,7]"
58706,1,"[2,8,16]"
58707,2,"[1,13,5,7]"
58708,1,"[3,6,12]"
58709,1,"[2,6,9]"
58710,0,"[4,11]"
58711,1,"[2,14,6]"
58712,0,"[4,11]"
58713,2,"[2,7,7,5]"
58714,2,"[2,12,8,5]"
58715,2,"[3,7,15,16]"
58716,1,"[4,11,8]"
58717,2,"[0,11,15,6]"
58718,2,"[2,10,13,10]"
58719,0,"[4,10]"
58720,0,"[4,15]"
58721,2,"[4,15,15,9]"
58722,0,"[2,9]"
58723,1,"[1,14,10]"
58724,2,"[1,15,13,8]"
58725,2,"[3,14,13,5]"
58726,1,"[1,14,8]"
58727,0,"[3,14]"
58728,1,"[1,14,7]"
58729,0,"[0,14]"
58730,0,"[4,14]"
58731,1,"[0,7,12]"
58732,2,"[1,14,9,14]"
58733,2,"[0,8,14,7]"
58734,0,"[4,9]"
58735,0,"[4,10]"
58736,0,"[4,16]"
58737,0,"[2,11]"
58738,0,"[3,13]"
58739,2,"[3,6,16,10]"
58740,0,"[1,5]"
58741,1,"[3,7,14]"
58742,0,"[1,5]"
58743,1,"[2,6,12]"
58744,0,"[0,5]"
58745,2,"[1,16,7,15]"
58746,2,"[4,7,11,12]"
58747,0,"[4,16]"
58748,2,"[1,5,14,13]"
58749,1,"[2,14,9]"
58750,0,"[4,13]"
58751,3,[18]
58752,0,"[1,11]"
58753,0,"[3,16]"
58754,1,"[4,7,13]"
58755,2,"[3,8,13,13]"
58756,0,"[3,7]"
58757,2,"[2,11,14,6]"
58758,1,"[1,15,6]"
58759,1,"[4,5,10]"
58760,2,"[1,10,11,9]"
58761,2,"[3,9,8,15]"
58762,0,"[2,7]"
58763,0,"[3,10]"
58764,1,"[4,9,5]"
58765,1,"[0,12,10]"
58766,2,"[4,14,7,15]"
58767,0,"[2,10]"
58768,1,"[2,9,14]"
58769,0,"[2,5]"
58770,0,"[0,16]"
58771,0,"[3,15]"
58772,1,"[0,6,8]"
58773,2,"[4,10,6,7]"
58774,1,"[0,16,11]"
58775,2,"[0,9,9,8]"
58776,1,"[4,9,5]"
58777,2,"[3,7,13,15]"
58778,1,"[0,6,8]"
58779,0,"[0,12]"
58780,0,"[0,13]"
58781,3,[19]
58782,0,"[3,5]"
58783,2,"[4,11,16,13]"
58784,2,"[0,16,10,15]"
58785,1,"[4,10,9]"
58786,0,"[3,16]"
58787,0,"[0,15]"
58788,0,"[2,11]"
58789,3,[18]
58790,0,"[1,6]"
58791,0,"[2,6]"
58792,0,"[1,7]"
58793,2,"[3,7,10,15]"
58794,1,"[2,14,12]"
58795,2,"[3,7,5,12]"
58796,3,[17]
58797,2,"[0,14,7,7]"
58798,0,"[3,7]"
58799,0,"[3,11]"
58800,0,"[2,15]"
58801,2,"[1,14,14,6]"
58802,0,"[3,10]"
58803,0,"[3,9]"
58804,1,"[1,15,9]"
58805,2,"[2,12,8,9]"
58806,0,"[1,5]"
58807,3,[19]
58808,1,"[1,11,11]"
58809,1,"[1,6,9]"
58810,0,"[4,8]"
58811,1,"[3,11,15]"
58812,2,"[0,6,11,8]"
58813,0,"[0,12]"
58814,0,"[4,9]"
58815,1,"[1,9,15]"
58816,1,"[1,7,14]"
58817,3,[17]
58818,2,"[0,5,13,5]"
58819,0,"[4,7]"
58820,0,"[2,11]"
58821,0,"[0,15]"
58822,0,"[0,5]"
58823,0,"[0,16]"
58824,2,"[3,7,8,9]"
58825,1,"[3,12,5]"
58826,0,"[0,15]"
58827,1,"[3,16,14]"
58828,2,"[3,6,11,15]"
58829,2,"[3,16,11,6]"
58830,2,"[2,5,9,11]"
58831,3,[17]
58832,0,"[4,6]"
58833,1,"[1,13,14]"
58834,2,"[0,12,7,16]"
58835,0,"[1,14]"
58836,0,"[4,7]"
58837,1,"[2,8,11]"
58838,0,"[2,13]"
58839,2,"[1,7,14,13]"
58840,2,"[2,10,6,15]"
58841,0,"[1,14]"
58842,1,"[2,11,6]"
58843,3,[18]
58844,1,"[4,16,12]"
58845,1,"[2,10,13]"
58846,0,"[4,8]"
58847,1,"[1,13,11]"
58848,0,"[4,9]"
58849,1,"[0,16,5]"
58850,2,"[2,10,7,14]"
58851,1,"[4,9,6]"
58852,0,"[4,10]"
58853,0,"[4,8]"
58854,2,"[0,11,9,5]"
58855,0,"[1,12]"
58856,2,"[3,14,10,9]"
58857,0,"[2,13]"
58858,1,"[3,11,10]"
58859,0,"[3,10]"
58860,3,[18]
58861,1,"[4,14,16]"
58862,1,"[0,16,15]"
58863,2,"[1,12,12,13]"
58864,0,"[3,16]"
58865,3,[19]
58866,1,"[1,12,7]"
58867,1,"[2,6,6]"
58868,1,"[4,13,9]"
58869,0,"[0,6]"
58870,1,"[2,13,11]"
58871,3,[19]
58872,0,"[1,11]"
58873,1,"[1,5,16]"
58874,0,"[4,12]"
58875,2,"[0,9,7,12]"
58876,1,"[0,15,14]"
58877,2,"[0,9,12,10]"
58878,0,"[1,6]"
58879,2,"[4,9,5,14]"
58880,0,"[1,14]"
58881,2,"[3,6,16,14]"
58882,0,"[4,5]"
58883,2,"[3,10,7,10]"
58884,0,"[3,16]"
58885,1,"[4,11,7]"
58886,1,"[3,12,15]"
58887,0,"[2,15]"
58888,3,[17]
58889,1,"[3,6,9]"
58890,0,"[0,9]"
58891,1,"[3,12,6]"
58892,0,"[0,13]"
58893,0,"[1,6]"
58894,2,"[2,13,5,7]"
58895,0,"[3,13]"
58896,0,"[2,11]"
58897,0,"[4,9]"
58898,1,"[2,10,11]"
58899,0,"[4,5]"
58900,1,"[3,9,10]"
58901,0,"[1,11]"
58902,2,"[0,12,13,12]"
58903,2,"[3,5,11,11]"
58904,2,"[2,6,9,10]"
58905,2,"[4,14,13,16]"
58906,2,"[1,16,9,13]"
58907,0,"[2,12]"
58908,1,"[3,13,11]"
58909,0,"[0,12]"
58910,2,"[2,5,15,15]"
58911,2,"[1,8,13,11]"
58912,1,"[2,11,5]"
58913,0,"[3,5]"
58914,1,"[1,7,13]"
58915,1,"[0,10,10]"
58916,0,"[3,9]"
58917,1,"[4,7,12]"
58918,0,"[1,14]"
58919,0,"[1,15]"
58920,1,"[2,8,12]"
58921,1,"[0,9,8]"
58922,0,"[1,12]"
58923,2,"[2,14,5,16]"
58924,3,[18]
58925,0,"[3,14]"
58926,2,"[4,12,15,11]"
58927,0,"[1,15]"
58928,1,"[2,8,6]"
58929,0,"[2,15]"
58930,1,"[2,10,6]"
58931,1,"[3,14,15]"
58932,1,"[2,6,12]"
58933,2,"[2,9,11,9]"
58934,1,"[2,10,5]"
58935,0,"[4,13]"
58936,2,"[4,8,13,7]"
58937,1,"[2,7,13]"
58938,2,"[4,14,10,7]"
58939,1,"[1,16,10]"
58940,1,"[4,15,11]"
58941,0,"[2,11]"
58942,3,[19]
58943,0,"[1,13]"
58944,0,"[4,11]"
58945,0,"[3,15]"
58946,1,"[0,5,16]"
58947,0,"[3,7]"
58948,1,"[0,14,13]"
58949,1,"[1,9,9]"
58950,3,[18]
58951,2,"[4,8,12,6]"
58952,0,"[0,9]"
58953,2,"[3,16,9,6]"
58954,2,"[0,14,9,16]"
58955,1,"[3,11,9]"
58956,1,"[2,11,6]"
58957,1,"[4,9,16]"
58958,1,"[1,8,14]"
58959,0,"[3,9]"
58960,0,"[3,16]"
58961,2,"[4,9,8,8]"
58962,2,"[1,10,8,16]"
58963,2,"[2,8,7,11]"
58964,0,"[3,16]"
58965,2,"[0,12,6,6]"
58966,0,"[2,5]"
58967,1,"[2,5,10]"
58968,0,"[2,10]"
58969,0,"[0,13]"
58970,2,"[2,13,14,9]"
58971,2,"[2,8,15,12]"
58972,2,"[2,7,13,13]"
58973,1,"[1,8,10]"
58974,0,"[2,9]"
58975,2,"[3,8,13,11]"
58976,1,"[4,16,6]"
58977,0,"[2,15]"
58978,2,"[2,7,14,15]"
58979,1,"[1,13,11]"
58980,2,"[1,7,5,11]"
58981,2,"[0,13,6,11]"
58982,0,"[0,8]"
58983,2,"[0,5,8,16]"
58984,0,"[2,11]"
58985,0,"[1,14]"
58986,0,"[1,6]"
58987,1,"[1,15,12]"
58988,0,"[0,5]"
58989,0,"[4,13]"
58990,0,"[3,7]"
58991,1,"[4,13,14]"
58992,0,"[1,11]"
58993,1,"[3,12,16]"
58994,0,"[2,13]"
58995,1,"[1,11,14]"
58996,1,"[0,10,9]"
58997,1,"[3,10,6]"
58998,2,"[0,12,7,15]"
58999,2,"[3,15,7,11]"
59000,0,"[3,15]"
59001,2,"[1,9,8,7]"
59002,1,"[1,7,13]"
59003,0,"[3,9]"
59004,2,"[2,15,6,16]"
59005,2,"[3,6,6,13]"
59006,2,"[3,12,14,7]"
59007,2,"[1,6,9,13]"
59008,0,"[1,13]"
59009,2,"[1,16,15,10]"
59010,1,"[3,8,5]"
59011,2,"[1,5,5,7]"
59012,1,"[3,14,11]"
59013,2,"[0,14,14,14]"
59014,1,"[4,6,11]"
59015,1,"[3,15,11]"
59016,2,"[0,15,8,12]"
59017,0,"[1,16]"
59018,2,"[3,11,10,5]"
59019,2,"[2,9,12,16]"
59020,0,"[2,15]"
59021,0,"[0,8]"
59022,2,"[1,11,13,6]"
59023,1,"[0,10,5]"
59024,1,"[1,6,8]"
59025,3,[19]
59026,0,"[3,9]"
59027,2,"[3,15,5,15]"
59028,3,[18]
59029,0,"[2,16]"
59030,2,"[3,9,12,13]"
59031,2,"[2,15,16,14]"
59032,1,"[2,12,11]"
59033,2,"[1,16,7,6]"
59034,2,"[2,16,6,15]"
59035,2,"[0,5,7,14]"
59036,0,"[3,6]"
59037,1,"[3,5,14]"
59038,2,"[1,5,12,8]"
59039,2,"[3,8,5,6]"
59040,2,"[3,13,5,15]"
59041,1,"[0,12,15]"
59042,0,"[4,6]"
59043,1,"[2,15,10]"
59044,0,"[3,7]"
59045,2,"[3,8,9,12]"
59046,1,"[0,12,10]"
59047,1,"[1,16,5]"
59048,0,"[3,15]"
59049,0,"[2,6]"
59050,3,[19]
59051,0,"[3,10]"
59052,2,"[3,5,11,10]"
59053,3,[18]
59054,2,"[1,8,8,7]"
59055,0,"[1,14]"
59056,0,"[0,13]"
59057,2,"[0,10,9,10]"
59058,0,"[1,10]"
59059,1,"[3,11,8]"
59060,1,"[3,13,15]"
59061,2,"[3,5,5,9]"
59062,1,"[3,12,12]"
59063,0,"[1,15]"
59064,0,"[2,12]"
59065,2,"[2,16,11,16]"
59066,3,[17]
59067,1,"[2,15,8]"
59068,1,"[4,16,15]"
59069,0,"[3,9]"
59070,2,"[0,6,13,15]"
59071,3,[18]
59072,0,"[0,16]"
59073,0,"[0,7]"
59074,1,"[0,8,8]"
59075,0,"[1,11]"
59076,0,"[0,9]"
59077,0,"[3,8]"
59078,2,"[2,11,5,8]"
59079,2,"[3,14,8,6]"
59080,2,"[3,7,7,6]"
59081,1,"[1,6,5]"
59082,0,"[4,9]"
59083,1,"[4,16,9]"
59084,1,"[2,7,16]"
59085,2,"[0,7,5,13]"
59086,1,"[1,9,9]"
59087,1,"[4,10,8]"
59088,2,"[0,15,7,12]"
59089,2,"[2,8,8,13]"
59090,0,"[0,8]"
59091,1,"[1,11,10]"
59092,2,"[4,12,15,16]"
59093,2,"[4,13,13,14]"
59094,2,"[0,16,13,7]"
59095,3,[17]
59096,2,"[3,14,13,7]"
59097,0,"[3,10]"
59098,1,"[3,6,6]"
59099,1,"[2,14,10]"
59100,2,"[0,15,6,15]"
59101,0,"[3,15]"
59102,0,"[4,6]"
59103,0,"[4,7]"
59104,0,"[4,13]"
59105,2,"[1,8,13,7]"
59106,0,"[1,12]"
59107,2,"[1,6,11,16]"
59108,0,"[3,15]"
59109,0,"[3,10]"
59110,2,"[3,7,11,13]"
59111,0,"[2,5]"
59112,1,"[2,8,5]"
59113,0,"[3,15]"
59114,0,"[1,16]"
59115,3,[19]
59116,1,"[4,12,9]"
59117,0,"[3,14]"
59118,2,"[4,16,11,5]"
59119,0,"[3,16]"
59120,1,"[1,16,15]"
59121,2,"[2,16,16,10]"
59122,0,"[0,7]"
59123,0,"[0,8]"
59124,2,"[0,16,8,10]"
59125,1,"[1,12,9]"
59126,0,"[0,5]"
59127,1,"[0,7,12]"
59128,1,"[3,8,12]"
59129,1,"[2,7,14]"
59130,1,"[1,9,10]"
59131,2,"[3,5,12,8]"
59132,0,"[0,10]"
59133,0,"[3,12]"
59134,2,"[1,6,8,15]"
59135,1,"[3,5,9]"
59136,0,"[3,6]"
59137,1,"[3,13,10]"
59138,1,"[3,11,10]"
59139,2,"[4,12,13,7]"
59140,2,"[1,12,10,14]"
59141,2,"[3,11,5,9]"
59142,2,"[3,16,5,8]"
59143,1,"[2,6,10]"
59144,0,"[1,10]"
59145,1,"[1,16,9]"
59146,0,"[3,6]"
59147,2,"[3,5,14,10]"
59148,1,"[0,16,10]"
59149,2,"[0,16,15,6]"
59150,0,"[3,11]"
59151,1,"[1,13,9]"
59152,0,"[3,13]"
59153,0,"[2,10]"
59154,2,"[2,15,7,12]"
59155,2,"[0,8,10,7]"
59156,2,"[0,9,6,11]"
59157,0,"[3,5]"
59158,0,"[4,12]"
59159,1,"[0,13,7]"
59160,2,"[4,8,9,5]"
59161,2,"[1,11,11,10]"
59162,0,"[0,10]"
59163,0,"[4,9]"
59164,2,"[1,8,6,7]"
59165,3,[19]
59166,0,"[4,6]"
59167,3,[17]
59168,1,"[0,5,12]"
59169,2,"[1,12,11,13]"
59170,0,"[2,16]"
59171,0,"[0,15]"
59172,0,"[4,14]"
59173,0,"[1,9]"
59174,1,"[1,5,6]"
59175,2,"[0,14,15,12]"
59176,0,"[2,5]"
59177,0,"[0,10]"
59178,0,"[1,15]"
59179,1,"[3,14,15]"
59180,0,"[1,11]"
59181,1,"[1,10,16]"
59182,0,"[4,8]"
59183,1,"[2,5,16]"
59184,3,[19]
59185,0,"[4,10]"
59186,0,"[0,10]"
59187,2,"[1,5,6,7]"
59188,1,"[4,15,16]"
59189,0,"[1,15]"
59190,2,"[3,16,16,6]"
59191,1,"[1,5,7]"
59192,2,"[4,15,5,11]"
59193,3,[19]
59194,1,"[1,11,9]"
59195,0,"[1,9]"
59196,0,"[2,12]"
59197,0,"[1,11]"
59198,1,"[1,6,15]"
59199,2,"[1,11,13,9]"
59200,1,"[3,12,12]"
59201,1,"[3,6,5]"
59202,2,"[1,5,16,6]"
59203,1,"[0,13,7]"
59204,2,"[1,15,9,6]"
59205,0,"[0,9]"
59206,0,"[3,11]"
59207,0,"[3,12]"
59208,0,"[3,8]"
59209,1,"[0,15,10]"
59210,0,"[0,15]"
59211,0,"[1,9]"
59212,0,"[0,7]"
59213,0,"[1,9]"
59214,0,"[1,11]"
59215,2,"[4,7,15,9]"
59216,0,"[4,10]"
59217,1,"[4,9,14]"
59218,0,"[0,7]"
59219,0,"[4,5]"
59220,2,"[0,15,13,14]"
59221,0,"[1,9]"
59222,2,"[3,9,5,8]"
59223,0,"[1,13]"
59224,0,"[0,5]"
59225,3,[17]
59226,0,"[3,12]"
59227,0,"[2,6]"
59228,0,"[2,16]"
59229,3,[18]
59230,1,"[1,11,7]"
59231,0,"[2,16]"
59232,0,"[3,8]"
59233,2,"[0,9,9,9]"
59234,2,"[3,7,10,16]"
59235,1,"[3,7,16]"
59236,0,"[4,6]"
59237,2,"[1,12,6,9]"
59238,0,"[2,7]"
59239,0,"[0,6]"
59240,0,"[4,15]"
59241,0,"[0,12]"
59242,1,"[0,11,13]"
59243,0,"[0,7]"
59244,1,"[1,5,16]"
59245,3,[18]
59246,1,"[4,5,11]"
59247,0,"[0,15]"
59248,1,"[4,6,5]"
59249,0,"[3,5]"
59250,0,"[2,10]"
59251,3,[19]
59252,0,"[3,11]"
59253,2,"[4,16,11,10]"
59254,0,"[0,11]"
59255,2,"[2,11,5,8]"
59256,1,"[4,15,8]"
59257,2,"[0,11,13,9]"
59258,3,[18]
59259,1,"[0,10,10]"
59260,0,"[0,9]"
59261,2,"[0,12,5,12]"
59262,0,"[4,14]"
59263,1,"[4,12,5]"
59264,2,"[4,7,6,8]"
59265,0,"[3,8]"
59266,0,"[2,6]"
59267,1,"[3,10,13]"
59268,1,"[2,8,16]"
59269,0,"[2,15]"
59270,2,"[2,8,16,16]"
59271,0,"[4,5]"
59272,3,[18]
59273,0,"[3,14]"
59274,0,"[0,5]"
59275,0,"[4,14]"
59276,1,"[3,12,10]"
59277,1,"[1,6,5]"
59278,0,"[0,5]"
59279,0,"[3,8]"
59280,2,"[1,9,7,5]"
59281,2,"[4,10,7,7]"
59282,1,"[3,10,9]"
59283,2,"[1,15,8,12]"
59284,1,"[1,11,13]"
59285,1,"[0,11,16]"
59286,1,"[3,9,16]"
59287,0,"[3,15]"
59288,2,"[0,10,10,12]"
59289,2,"[1,11,12,5]"
59290,2,"[1,15,12,11]"
59291,2,"[3,10,14,15]"
59292,0,"[4,11]"
59293,2,"[0,8,10,7]"
59294,0,"[1,5]"
59295,1,"[4,12,6]"
59296,2,"[2,5,8,9]"
59297,0,"[2,6]"
59298,2,"[4,12,6,8]"
59299,2,"[2,10,10,9]"
59300,0,"[3,6]"
59301,0,"[4,13]"
59302,1,"[3,12,12]"
59303,0,"[2,7]"
59304,0,"[1,5]"
59305,0,"[2,5]"
59306,1,"[1,11,15]"
59307,2,"[2,8,12,9]"
59308,2,"[2,13,6,12]"
59309,0,"[3,12]"
59310,2,"[2,8,7,7]"
59311,1,"[2,15,9]"
59312,1,"[4,11,11]"
59313,0,"[1,15]"
59314,0,"[2,9]"
59315,0,"[4,16]"
59316,2,"[4,8,14,11]"
59317,1,"[4,8,15]"
59318,2,"[3,6,14,7]"
59319,2,"[4,9,16,5]"
59320,2,"[4,11,13,7]"
59321,0,"[2,15]"
59322,0,"[3,6]"
59323,2,"[3,5,11,15]"
59324,1,"[3,12,15]"
59325,0,"[0,11]"
59326,2,"[4,10,13,8]"
59327,0,"[2,14]"
59328,3,[19]
59329,0,"[0,16]"
59330,1,"[2,5,12]"
59331,0,"[3,10]"
59332,0,"[3,8]"
59333,0,"[1,13]"
59334,0,"[2,15]"
59335,0,"[0,6]"
59336,2,"[3,9,15,5]"
59337,1,"[2,16,10]"
59338,2,"[4,16,10,7]"
59339,0,"[1,13]"
59340,2,"[1,8,15,10]"
59341,1,"[3,6,7]"
59342,0,"[3,9]"
59343,2,"[0,14,5,16]"
59344,1,"[0,15,13]"
59345,1,"[1,14,9]"
59346,0,"[4,9]"
59347,1,"[0,9,15]"
59348,0,"[0,6]"
59349,0,"[4,12]"
59350,2,"[2,15,14,13]"
59351,1,"[1,10,13]"
59352,1,"[3,6,12]"
59353,0,"[4,10]"
59354,1,"[1,14,15]"
59355,3,[17]
59356,0,"[1,14]"
59357,0,"[2,15]"
59358,0,"[1,5]"
59359,1,"[2,7,5]"
59360,0,"[2,11]"
59361,0,"[3,15]"
59362,0,"[4,9]"
59363,1,"[3,12,12]"
59364,0,"[4,10]"
59365,1,"[4,16,13]"
59366,0,"[0,10]"
59367,0,"[2,16]"
59368,2,"[4,12,10,12]"
59369,0,"[3,16]"
59370,0,"[2,12]"
59371,0,"[3,11]"
59372,1,"[3,16,14]"
59373,0,"[0,11]"
59374,0,"[2,5]"
59375,1,"[3,12,5]"
59376,0,"[1,12]"
59377,1,"[0,16,11]"
59378,0,"[3,8]"
59379,3,[17]
59380,0,"[0,9]"
59381,0,"[1,12]"
59382,0,"[4,6]"
59383,3,[17]
59384,0,"[4,10]"
59385,3,[18]
59386,1,"[0,6,11]"
59387,1,"[0,13,14]"
59388,0,"[2,11]"
59389,2,"[4,8,10,7]"
59390,2,"[3,7,12,14]"
59391,1,"[3,6,10]"
59392,0,"[0,13]"
59393,0,"[4,6]"
59394,1,"[2,15,15]"
59395,3,[19]
59396,2,"[2,15,8,6]"
59397,2,"[1,10,16,7]"
59398,0,"[1,10]"
59399,0,"[2,16]"
59400,3,[18]
59401,3,[18]
59402,0,"[3,8]"
59403,0,"[1,12]"
59404,2,"[4,15,13,13]"
59405,0,"[0,16]"
59406,0,"[4,14]"
59407,0,"[2,14]"
59408,0,"[4,10]"
59409,2,"[0,8,8,14]"
59410,0,"[2,13]"
59411,2,"[4,14,10,5]"
59412,0,"[0,11]"
59413,0,"[0,5]"
59414,0,"[1,8]"
59415,1,"[1,12,14]"
59416,2,"[0,8,7,11]"
59417,0,"[3,5]"
59418,2,"[1,9,7,5]"
59419,0,"[4,13]"
59420,0,"[4,6]"
59421,0,"[4,10]"
59422,1,"[2,15,6]"
59423,1,"[0,11,6]"
59424,0,"[1,11]"
59425,2,"[1,13,13,7]"
59426,1,"[4,9,12]"
59427,0,"[0,7]"
59428,2,"[0,7,12,6]"
59429,0,"[1,7]"
59430,1,"[4,10,10]"
59431,2,"[2,10,16,5]"
59432,2,"[4,10,6,6]"
59433,2,"[3,7,9,7]"
59434,2,"[0,6,8,11]"
59435,0,"[4,9]"
59436,3,[18]
59437,1,"[3,5,13]"
59438,1,"[3,7,15]"
59439,0,"[2,15]"
59440,0,"[1,8]"
59441,2,"[4,11,13,10]"
59442,1,"[4,9,7]"
59443,1,"[0,8,16]"
59444,2,"[3,11,11,13]"
59445,0,"[2,14]"
59446,1,"[4,12,8]"
59447,0,"[2,9]"
59448,0,"[2,6]"
59449,0,"[2,7]"
59450,2,"[1,14,15,10]"
59451,1,"[3,8,15]"
59452,1,"[0,12,14]"
59453,0,"[1,15]"
59454,0,"[1,14]"
59455,3,[19]
59456,2,"[3,10,14,14]"
59457,0,"[0,15]"
59458,1,"[4,9,16]"
59459,0,"[1,8]"
59460,3,[18]
59461,0,"[1,16]"
59462,0,"[1,14]"
59463,2,"[1,10,9,9]"
59464,1,"[3,11,5]"
59465,2,"[1,15,11,8]"
59466,0,"[1,9]"
59467,0,"[0,11]"
59468,0,"[3,9]"
59469,1,"[2,7,7]"
59470,2,"[4,5,12,5]"
59471,1,"[2,16,11]"
59472,1,"[1,8,14]"
59473,0,"[1,14]"
59474,2,"[4,9,14,9]"
59475,2,"[4,5,7,9]"
59476,0,"[2,16]"
59477,0,"[2,9]"
59478,0,"[3,16]"
59479,1,"[0,15,16]"
59480,0,"[0,8]"
59481,2,"[3,13,16,10]"
59482,0,"[3,11]"
59483,1,"[2,10,8]"
59484,0,"[3,14]"
59485,2,"[1,7,7,14]"
59486,0,"[2,15]"
59487,1,"[4,16,7]"
59488,2,"[1,10,5,5]"
59489,1,"[4,7,9]"
59490,0,"[3,5]"
59491,2,"[0,6,11,5]"
59492,2,"[0,12,16,12]"
59493,3,[17]
59494,2,"[1,14,9,6]"
59495,2,"[3,9,15,11]"
59496,1,"[3,5,8]"
59497,1,"[3,11,10]"
59498,2,"[4,13,9,15]"
59499,2,"[0,13,7,8]"
59500,2,"[1,6,16,8]"
59501,0,"[0,12]"
59502,1,"[2,10,8]"
59503,0,"[4,7]"
59504,0,"[4,10]"
59505,0,"[4,15]"
59506,0,"[4,14]"
59507,2,"[2,8,14,16]"
59508,2,"[1,5,14,9]"
59509,1,"[2,15,16]"
59510,0,"[4,13]"
59511,0,"[0,6]"
59512,2,"[0,16,12,7]"
59513,0,"[2,13]"
59514,3,[17]
59515,1,"[0,13,16]"
59516,0,"[1,6]"
59517,2,"[0,16,13,7]"
59518,1,"[4,16,14]"
59519,1,"[2,12,9]"
59520,1,"[1,9,13]"
59521,0,"[0,11]"
59522,2,"[2,14,12,9]"
59523,1,"[2,8,5]"
59524,1,"[3,14,8]"
59525,2,"[1,12,15,5]"
59526,2,"[0,16,16,8]"
59527,0,"[4,16]"
59528,1,"[4,11,8]"
59529,0,"[4,16]"
59530,1,"[0,12,14]"
59531,2,"[2,9,5,15]"
59532,0,"[1,9]"
59533,0,"[4,8]"
59534,0,"[0,16]"
59535,2,"[4,15,10,10]"
59536,0,"[2,13]"
59537,1,"[3,6,13]"
59538,2,"[2,9,15,5]"
59539,3,[19]
59540,2,"[1,11,9,5]"
59541,0,"[2,10]"
59542,2,"[4,7,12,12]"
59543,2,"[2,5,6,16]"
59544,1,"[1,13,7]"
59545,1,"[3,16,16]"
59546,1,"[0,12,10]"
59547,1,"[2,7,8]"
59548,1,"[1,11,5]"
59549,1,"[0,10,10]"
59550,0,"[0,6]"
59551,0,"[4,7]"
59552,2,"[2,12,14,7]"
59553,2,"[1,7,12,9]"
